filepath,folder,filename,label
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_118_3014-1028-3243-1205-3052-1058-3285-1225_20-16-20-16_116-116.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_118_3014-1028-3243-1205-3052-1058-3285-1225_20-16-20-16_116-116.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_11_2315-1462-2590-1605-2321-1462-2595-1603_20-15-20-15_273-273.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_11_2315-1462-2590-1605-2321-1462-2595-1603_20-15-20-15_273-273.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_127_4615-469-4851-658-4645-485-4887-677_20-19-20-19_123-123.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_127_4615-469-4851-658-4645-485-4887-677_20-19-20-19_123-123.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_130_2827-704-2994-927-2865-719-3033-946_16-20-16-20_29-29.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_130_2827-704-2994-927-2865-719-3033-946_16-20-16-20_29-29.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_131_3183-2449-3432-2597-3226-2471-3473-2614_20-15-20-15_100-100.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_131_3183-2449-3432-2597-3226-2471-3473-2614_20-15-20-15_100-100.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_133_3765-1832-4000-1974-3806-1850-4045-1994_20-15-20-15_90-90.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_133_3765-1832-4000-1974-3806-1850-4045-1994_20-15-20-15_90-90.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_136_3200-2590-3416-2760-3246-2608-3455-2775_20-16-20-16_55-55.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_136_3200-2590-3416-2760-3246-2608-3455-2775_20-16-20-16_55-55.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_137_2037-2172-2309-2352-2085-2194-2351-2374_20-18-20-18_112-112.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_137_2037-2172-2309-2352-2085-2194-2351-2374_20-18-20-18_112-112.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_13_2290-1917-2522-2073-2330-1943-2566-2098_20-15-20-15_109-109.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_13_2290-1917-2522-2073-2330-1943-2566-2098_20-15-20-15_109-109.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_145_2101-767-2317-908-2108-766-2319-912_20-15-20-15_113-113.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_145_2101-767-2317-908-2108-766-2319-912_20-15-20-15_113-113.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_146_4640-1484-4908-1620-4681-1500-4951-1639_20-15-20-15_94-94.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_146_4640-1484-4908-1620-4681-1500-4951-1639_20-15-20-15_94-94.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_149_2753-567-2995-692-2787-592-3031-719_20-15-20-15_107-107.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_149_2753-567-2995-692-2787-592-3031-719_20-15-20-15_107-107.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_149_3376-846-3593-967-3364-844-3591-966_20-15-20-15_286-286.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_149_3376-846-3593-967-3364-844-3591-966_20-15-20-15_286-286.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_153_3369-810-3584-932-3400-830-3623-952_20-15-20-15_104-104.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_153_3369-810-3584-932-3400-830-3623-952_20-15-20-15_104-104.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_153_4688-751-4889-1001-4689-755-4885-1007_19-20-19-20_208-208.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_153_4688-751-4889-1001-4689-755-4885-1007_19-20-19-20_208-208.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_154_4790-301-4992-515-4794-310-4981-509_18-19-18-19_322-322.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_154_4790-301-4992-515-4794-310-4981-509_18-19-18-19_322-322.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_16_1864-2691-2127-2849-1910-2716-2171-2871_20-15-20-15_80-80.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_16_1864-2691-2127-2849-1910-2716-2171-2871_20-15-20-15_80-80.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_17_1250-791-1482-952-1288-823-1525-980_20-15-20-15_111-111.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_17_1250-791-1482-952-1288-823-1525-980_20-15-20-15_111-111.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_18_3347-2256-3603-2412-3391-2277-3645-2431_20-15-20-15_85-85.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_18_3347-2256-3603-2412-3391-2277-3645-2431_20-15-20-15_85-85.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_29_2267-249-2480-493-2271-260-2479-490_20-20-20-20_30-30.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_29_2267-249-2480-493-2271-260-2479-490_20-20-20-20_30-30.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_37_1649-1289-1879-1448-1696-1316-1917-1475_20-15-20-15_62-62.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_37_1649-1289-1879-1448-1696-1316-1917-1475_20-15-20-15_62-62.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_38_2873-3192-3163-3347-2880-3183-3167-3335_20-15-20-15_254-254.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_38_2873-3192-3163-3347-2880-3183-3167-3335_20-15-20-15_254-254.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_39_2045-2812-2317-2956-2087-2834-2364-2977_20-15-20-15_86-86.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_39_2045-2812-2317-2956-2087-2834-2364-2977_20-15-20-15_86-86.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_43_3384-318-3558-564-3422-360-3589-582_16-20-16-20_155-155.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_43_3384-318-3558-564-3422-360-3589-582_16-20-16-20_155-155.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_48_4055-1445-4292-1632-4097-1465-4330-1650_20-18-20-18_112-112.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_48_4055-1445-4292-1632-4097-1465-4330-1650_20-18-20-18_112-112.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_50_1893-1989-2121-2151-1938-2013-2162-2180_20-16-20-16_112-112.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_50_1893-1989-2121-2151-1938-2013-2162-2180_20-16-20-16_112-112.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_57_3707-3198-3973-3369-3711-3195-3966-3361_20-16-20-16_243-243.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_57_3707-3198-3973-3369-3711-3195-3966-3361_20-16-20-16_243-243.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_59_2596-2338-2828-2499-2639-2362-2854-2517_20-15-20-15_69-69.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_59_2596-2338-2828-2499-2639-2362-2854-2517_20-15-20-15_69-69.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_5_3353-2293-3610-2449-3351-2291-3613-2446_20-15-20-15_84-84.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_5_3353-2293-3610-2449-3351-2291-3613-2446_20-15-20-15_84-84.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_5_3968-2633-4185-2826-4013-2650-4232-2845_20-19-20-19_127-127.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_5_3968-2633-4185-2826-4013-2650-4232-2845_20-19-20-19_127-127.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_61_3349-1377-3605-1546-3386-1400-3644-1568_20-16-20-16_75-75.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_61_3349-1377-3605-1546-3386-1400-3644-1568_20-16-20-16_75-75.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_62_2368-3036-2609-3217-2402-3051-2652-3244_20-19-20-19_63-63.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_62_2368-3036-2609-3217-2402-3051-2652-3244_20-19-20-19_63-63.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_67_1652-542-1891-702-1686-569-1934-726_20-15-20-15_107-107.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_67_1652-542-1891-702-1686-569-1934-726_20-15-20-15_107-107.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_71_4444-2178-4706-2321-4480-2194-4733-2335_20-15-20-15_95-95.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_71_4444-2178-4706-2321-4480-2194-4733-2335_20-15-20-15_95-95.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_79_1419-1221-1649-1407-1458-1248-1688-1431_20-18-20-18_61-61.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_79_1419-1221-1649-1407-1458-1248-1688-1431_20-18-20-18_61-61.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_80_3419-1898-3669-2058-3461-1918-3708-2080_20-16-20-16_71-71.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_80_3419-1898-3669-2058-3461-1918-3708-2080_20-16-20-16_71-71.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_82_3292-1171-3470-1405-3290-1177-3471-1404_18-20-18-20_26-26.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_82_3292-1171-3470-1405-3290-1177-3471-1404_18-20-18-20_26-26.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_82_3722-1468-4008-1609-3772-1489-4044-1626_20-15-20-15_100-100.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_82_3722-1468-4008-1609-3772-1489-4044-1626_20-15-20-15_100-100.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_84_1468-477-1721-617-1509-502-1758-645_20-15-20-15_98-98.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_84_1468-477-1721-617-1509-502-1758-645_20-15-20-15_98-98.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_85_4016-1855-4243-1986-4057-1874-4280-2002_20-15-20-15_80-80.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_85_4016-1855-4243-1986-4057-1874-4280-2002_20-15-20-15_80-80.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_87_2972-1697-3228-1882-3011-1716-3268-1908_20-19-20-19_118-118.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_87_2972-1697-3228-1882-3011-1716-3268-1908_20-19-20-19_118-118.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_8_4415-863-4652-1013-4446-884-4694-1028_20-15-20-15_81-81.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_8_4415-863-4652-1013-4446-884-4694-1028_20-15-20-15_81-81.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_90_1893-365-2081-585-1931-390-2119-607_18-20-18-20_145-145.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_90_1893-365-2081-585-1931-390-2119-607_18-20-18-20_145-145.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_93_3666-1727-3940-1896-3665-1729-3938-1895_20-16-20-16_108-108.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_93_3666-1727-3940-1896-3665-1729-3938-1895_20-16-20-16_108-108.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_95_3398-3110-3563-3376-3440-3125-3609-3392_16-20-16-20_22-22.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_95_3398-3110-3563-3376-3440-3125-3609-3392_16-20-16-20_22-22.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_97_3977-1660-4217-1816-4014-1680-4249-1834_20-15-20-15_69-69.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_97_3977-1660-4217-1816-4014-1680-4249-1834_20-15-20-15_69-69.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_99_3666-2358-3926-2585-3669-2377-3900-2585_20-20-20-20_303-303.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_99_3666-2358-3926-2585-3669-2377-3900-2585_20-20-20-20_303-303.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_9_3552-378-3795-609-3584-399-3836-633_20-20-20-20_129-129.png,Black tip,21-GQ-P600-0002_6_20211203152131_0_00_99_UAUBDADB_0.000_9_3552-378-3795-609-3584-399-3836-633_20-20-20-20_129-129.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_106_3611-1917-3831-2152-3647-1936-3873-2165_20-20-20-20_37-37.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_106_3611-1917-3831-2152-3647-1936-3873-2165_20-20-20-20_37-37.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_107_1534-2948-1698-3201-1579-2975-1740-3226_16-20-16-20_170-170.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_107_1534-2948-1698-3201-1579-2975-1740-3226_16-20-16-20_170-170.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_112_2537-1623-2801-1796-2581-1646-2841-1818_20-17-20-17_108-108.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_112_2537-1623-2801-1796-2581-1646-2841-1818_20-17-20-17_108-108.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_113_3008-1889-3256-2090-3047-1908-3296-2113_20-20-20-20_125-125.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_113_3008-1889-3256-2090-3047-1908-3296-2113_20-20-20-20_125-125.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_117_2594-3212-2855-3352-2642-3237-2901-3375_20-15-20-15_102-102.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_117_2594-3212-2855-3352-2642-3237-2901-3375_20-15-20-15_102-102.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_118_2650-2690-2914-2877-2696-2714-2958-2894_20-18-20-18_63-63.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_118_2650-2690-2914-2877-2696-2714-2958-2894_20-18-20-18_63-63.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_125_2917-1365-3172-1520-2964-1390-3215-1539_20-15-20-15_77-77.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_125_2917-1365-3172-1520-2964-1390-3215-1539_20-15-20-15_77-77.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_126_1208-1759-1406-1973-1260-1786-1447-1994_18-20-18-20_144-144.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_126_1208-1759-1406-1973-1260-1786-1447-1994_18-20-18-20_144-144.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_129_1913-1640-2137-1834-1975-1667-2185-1853_20-18-20-18_113-113.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_129_1913-1640-2137-1834-1975-1667-2185-1853_20-18-20-18_113-113.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_143_637-2722-805-2938-629-2720-798-2940_16-20-16-20_332-332.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_143_637-2722-805-2938-629-2720-798-2940_16-20-16-20_332-332.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_148_3396-1395-3655-1564-3430-1416-3694-1582_20-16-20-16_114-114.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_148_3396-1395-3655-1564-3430-1416-3694-1582_20-16-20-16_114-114.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_149_1305-1275-1549-1417-1342-1300-1587-1444_20-15-20-15_102-102.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_149_1305-1275-1549-1417-1342-1300-1587-1444_20-15-20-15_102-102.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_14_2178-1873-2397-2056-2220-1896-2439-2081_20-18-20-18_122-122.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_14_2178-1873-2397-2056-2220-1896-2439-2081_20-18-20-18_122-122.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_152_2098-225-2283-437-2136-255-2319-464_18-20-18-20_139-139.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_152_2098-225-2283-437-2136-255-2319-464_18-20-18-20_139-139.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_153_4524-2101-4796-2268-4558-2120-4834-2279_20-15-20-15_110-110.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_153_4524-2101-4796-2268-4558-2120-4834-2279_20-15-20-15_110-110.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_159_1372-1816-1611-1992-1419-1838-1652-2017_20-17-20-17_115-115.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_159_1372-1816-1611-1992-1419-1838-1652-2017_20-17-20-17_115-115.png,black_tip
E:\Sample Data Cropped\Black tip\21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_163_927-1638-1185-1775-981-1666-1227-1802_20-15-20-15_97-97.png,Black tip,21-GQ-P600-0002_6_20211203152143_1_00_99_UAUBDADB_0.000_163_927-1638-1185-1775-981-1666-1227-1802_20-15-20-15_97-97.png,black_tip
